parent_id,id,comment,user_id,written_at,updated_at,depth,ranks_up,ranks_down,best_score,user_reputation,replies_count
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfjLKkYSgQpoWpbhk9jScs1H97,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfjLKkYSgQpoWpbhk9jScs1H97_r_2tfrVx6hg2aU3j0daVVSnp5f6dM,Well aren't you just the drama queen.,u_MQBX4vFByRPa,2025-02-28 08:46:36,2025-02-28 11:05:56,1,1,3,279,197630,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgqcQN6WqiRsPBt4sZ3HFY6AVN,"anybody caught AND apprehended for aiding and abetting goes directly to jail, does not pass go, and pays a formidable fine. at least $10,000.00 or more.. depending on the severity of the criminal's offence they were protecting. the simple offence of just being illegal,, that begins at the 10G number.",u_AwyBoYFrPrus,2025-02-28 17:09:03,2025-02-28 17:15:02,0,1,0,553,152080,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgDgijhPjxlTyNkWq3r787NysS,I think RICO charges against all members of this group are in order.,u_0cyU4wI8gaLt,2025-02-28 11:48:56,2025-02-28 14:10:27,0,3,0,553,11740,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIBueeflotYqc2qhbUF1AQJuX,People have been warned about traitorous groups likes this for a long time but didn't take them seriously.   A lot of people live in America that hate our country.,u_bsczHNyeOYpo,2025-02-28 12:25:58,2025-02-28 14:00:53,0,3,0,549,66920,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIBueeflotYqc2qhbUF1AQJuX,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIBueeflotYqc2qhbUF1AQJuX_r_2tgIZK7bPX7Z6ky4VCfzqVHTVvh,"Now, a lot of people in the world hate our country because of the orange thing and president musk.",u_MkEfvhMEOQZz,2025-02-28 12:29:04,2025-02-28 14:02:48,1,0,6,291,85050,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIBueeflotYqc2qhbUF1AQJuX_r_2tgIZK7bPX7Z6ky4VCfzqVHTVvh,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIBueeflotYqc2qhbUF1AQJuX_r_2tgJ7CvchBAkKJooujOVjAz0ifG,No more free rides ,u_qvPaIQq5IIVd,2025-02-28 12:33:34,2025-02-28 14:01:02,2,3,0,484,41870,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIBueeflotYqc2qhbUF1AQJuX_r_2tgIZK7bPX7Z6ky4VCfzqVHTVvh,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIBueeflotYqc2qhbUF1AQJuX_r_2tgTx8OW7upSNqQWYgVThn99K5Z,Do you need a free plane ticket across the border with the illegal border crossers?...,u_miC8vTycEdwn,2025-02-28 14:02:41,2025-02-28 14:02:47,2,1,0,384,59220,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI2pUYHEP1MaLnRjZp7V7yjph,Voters will remember all this. The left will continue to support criminal illegal immigrants. The democrats must be voted out of power permanently. ,u_1CVEfV9bA0bm,2025-02-28 12:24:46,2025-02-28 14:03:24,0,5,0,549,472310,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI2pUYHEP1MaLnRjZp7V7yjph,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI2pUYHEP1MaLnRjZp7V7yjph_r_2tgIGHOjSEbrsOYYbgXlNGI3YF6,"Nope, it's you people who need to go.  We're protecting our economy and I feel that immigrants are better people than the orange thing and president musk.",u_MkEfvhMEOQZz,2025-02-28 12:26:33,2025-02-28 12:59:25,1,0,5,327,85050,2
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI2pUYHEP1MaLnRjZp7V7yjph_r_2tgIGHOjSEbrsOYYbgXlNGI3YF6,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI2pUYHEP1MaLnRjZp7V7yjph_r_2tgJvO8CZZWAcR5OxoCGaRmmKLr,And how many of the taxpayer dependent replacement voters have you taken into your home?,u_DIyQs5ymZv7z,2025-02-28 12:40:13,2025-02-28 14:03:39,2,2,0,517,817170,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI2pUYHEP1MaLnRjZp7V7yjph_r_2tgIGHOjSEbrsOYYbgXlNGI3YF6,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI2pUYHEP1MaLnRjZp7V7yjph_r_2tgUCxLtN61a8ssYvhW1MKByJ38,"Don't care what you ""feel"", the American taxpayers have spoken and we want them gone...you are more than welcome to go with them...",u_miC8vTycEdwn,2025-02-28 14:04:47,2025-02-28 14:05:17,2,1,0,455,59220,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tkHhwmrbhL0beMRi1lASQ5nDIe,Anyone caught doing anything to interfere should be charged with obstruction at a minimum. In .any cases an accessory charge should be pursued. ,u_MTCMuG5DWccD,2025-03-01 22:21:14,2025-03-02 01:40:19,0,1,0,548,453130,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgryAqqY2yEUCRi0IXjE7KThVL," Let them. put camera's up days before entering the town and take their pictures then arrest on charges of obstruction of justice, aiding and abetting criminals and I certain they have a few more charges they can make. Then throw them in jail, have a huge automatic fine like 5,000 or more plus jail time. No plea deals can be made. Let them do so we don't need people like them around. If a mother and father remove the  children from the hom. If welfare or Snap remove them permanently. It is time we arrest and detain criminals and that is what they are. my opinions",u_tQ7Yf6QmJ2Jz,2025-02-28 17:20:10,2025-02-28 17:40:45,0,1,0,546,142700,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thqrYUK7g6DZTgjF9hacKee10e,There won't be any problem if they get a VISA &amp; enter LEGALLY.,u_NyOOblAJUcF6,2025-03-01 01:40:52,2025-03-01 15:14:40,0,4,1,545,332570,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg5cFGG6WSkfaCp5ExxTF5KRcJ,"These people all need to be arrested, prosecuted and fined and then charged with housing, feeding, clothing and educating them. We'll then see just how enamored they are with them",u_bnbrzv0CsI9Q,2025-02-28 10:42:34,2025-02-28 14:26:16,0,2,0,545,20170,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tg3oJWmdv31DblkzcaD1RV96PX,"Aid and abet all you want, Homan will find them.",u_isGfnueDklxi,2025-02-28 10:27:43,2025-02-28 14:32:25,0,3,0,543,32430,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgFmXqni9hqm63LMcTKSVGEqFV,I feel ashamed that any American would not have the common sense to know that deporting  criminals helps make our neighborhoods safer !!,u_4Jfq34Y0uyBP,2025-02-28 12:06:09,2025-02-28 14:08:45,0,3,0,542,3270,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgjlioirgTSvd0HjcqMIdBcrxa,"If they do not have a permit to protest, cite them for unlawful assembly.  Take away their bullhorns and cite them for disturbing the peace and/or any other noise ordnance.  Also, use them to your advantage - set up tractor trailers with ICE agents in them at the 4 points of the compass from where you want to conduct the raid.  Send uniformed ICE agents to that location and let the protestors start hootin and hollerin.  Then, as the ones they are warning start running, open the doors on the semis and start grabbing them.  This will probably only work once or twice, so make sure you pick a good spot just like you would if you were fishing.",u_rMxqQrhvBH5j,2025-02-28 16:12:44,2025-02-28 16:18:15,0,1,0,542,61870,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgDsyy4QNzArS1Un9V6Kt5YKML,Hard to believe we have Americans that hate this country those Haters should be arrested and thrown in jail for life. How many ill. egal;s are working once they illegally enter this country does anybody really know since the Biden administration didn't keep count their not leaving war torn country's thats for sure......,u_2yhSrwvi5CiC,2025-02-28 11:50:34,2025-02-28 14:10:02,0,3,0,541,412740,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tflHsK4ulJSPQou5Bq3BL3jE1N,They do love their illegals.,u_aUKRZyNQy6du,2025-02-28 07:55:24,2025-02-28 09:24:37,0,6,0,541,2023010,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIByIHDFuAe23Lmc1lKfSkJK4,Aiding and abetting criminals is a definite way to find yourself in a jail cell. ,u_rgYQ2SUXRS2F,2025-02-28 12:25:58,2025-02-28 13:59:38,0,3,0,541,51820,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIByIHDFuAe23Lmc1lKfSkJK4,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIByIHDFuAe23Lmc1lKfSkJK4_r_2tgIVZ2SgRHUhL6IEYDjB8JLwxr,Unless you're the orange thing who can get away with crime.,u_MkEfvhMEOQZz,2025-02-28 12:28:34,2025-02-28 13:21:12,1,0,4,284,85050,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIByIHDFuAe23Lmc1lKfSkJK4_r_2tgIVZ2SgRHUhL6IEYDjB8JLwxr,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIByIHDFuAe23Lmc1lKfSkJK4_r_2tgJmG5CDeJAgiRIaJwlbNwItNh,Or Hillary...Hunter...Nancy....,u_DIyQs5ymZv7z,2025-02-28 12:39:00,2025-02-28 13:59:45,2,2,0,452,817170,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIByIHDFuAe23Lmc1lKfSkJK4_r_2tgJmG5CDeJAgiRIaJwlbNwItNh,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIByIHDFuAe23Lmc1lKfSkJK4_r_2tgLYta9VJKsxwXYxSIMWOAoimh,June Speakman pretty much is representing the entire slum democrat party. ,u_rgYQ2SUXRS2F,2025-02-28 12:53:41,2025-02-28 13:59:56,3,1,0,353,51820,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thBIn3OZGwreuqZllD8i2sW3ar,"Not as easy to catch as you think.  Siren could be interpreted as anything.  Bullhorn depends on what's said.  Walkie talkies, cell phones and app can't be proven.",u_3UslVlFKhst4,2025-02-28 19:59:08,2025-02-28 20:54:13,0,1,0,540,460850,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfwIXiEKRbZsigpeQGdaB0aVzA,All the officials in California should be arrested with aiding and abetting and interfering with law enforcement.  Throw the book at them newsome too,u_oTct74jx5U8e,2025-02-28 09:25:57,2025-02-28 09:51:54,0,3,0,538,69040,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfvgTArE9EY5YjExRirlbEkigQ,Arrest them. Make sure lots of news organizations are present and filming when the arrests are made. Send a message to the traitors.,u_WGKvmwK3sAPx,2025-02-28 09:20:54,2025-02-28 09:52:13,0,3,0,538,126550,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgIiHURFQOpXZgw2ZhGo2ZGJTq,"Stop playing with these folks and put them in jail, If it was me I would go for a traffic violation.",u_klHV5nJtqaJQ,2025-02-28 12:30:15,2025-02-28 13:59:32,0,3,0,537,9390,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgabrUVcm90tP0ORCxlGAJa2Z4,Obstruction of justice much?,u_K8a8quKnyKm9,2025-02-28 14:57:25,2025-02-28 15:22:37,0,3,0,536,27280,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgRXhKwtQgCINRosvkbeP6kmq5,Arrest them for aiding and abetting. ,u_duDuK1EsXEpH,2025-02-28 13:42:52,2025-02-28 14:12:20,0,4,0,535,45510,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfkeHmOng2m4UtFbzFijDWau2z,I think they are confused which country they pledge their allegiance. Maybe they should be arrested for interference with thr police.,u_vMFIv5a6Z849,2025-02-28 07:50:09,2025-02-28 08:50:15,0,2,0,535,32940,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tkICFsLOvYBTlTrsiIMozNzTwj,As a retired Law enforcement officer this is definitely obstruction of the law. ,u_fC1WeKBlH5u5,2025-03-01 22:25:15,2025-03-02 04:52:51,0,2,1,534,30,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfp3aHN17MyiyETaAip1RRX9dW,Impound any vehicle they are in.,u_YyOhqdqEqWYK,2025-02-28 08:26:24,2025-02-28 09:00:46,0,3,0,533,6070,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tftxq593Yu9d7t11gxvHiX1r6v,"Don't bring along the media, the media contacts the community Leaders and deny it.👍👍👍👍",u_tNMQG0VRAKwr,2025-02-28 09:06:45,2025-02-28 09:53:08,0,2,0,531,113000,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfydcjNLKPXa6hQ5Y702EEp0CA,Do these advocates work this hard on other issues?,u_66g3YHUrb7yo,2025-02-28 09:45:11,2025-02-28 10:07:36,0,2,0,531,379400,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfydcjNLKPXa6hQ5Y702EEp0CA,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfydcjNLKPXa6hQ5Y702EEp0CA_r_2tg1PTi1G2iArMHZ3u65KHtHoOI,or work at all,u_ms2E1qE1SJTk,2025-02-28 10:07:59,2025-02-28 10:08:00,1,0,0,323,105310,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfuQX280pE6PQCzLiAHZRZo3hi,So we can't post comments with the word deport anymore? ,u_WkT5zB8B1FFR,2025-02-28 09:10:33,2025-02-28 09:52:28,0,4,0,530,683870,3
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfuQX280pE6PQCzLiAHZRZo3hi,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfuQX280pE6PQCzLiAHZRZo3hi_r_2tfvaRfaY8i0edsDRiNBCOMawQs,"You have to be pretty crafty to get by the censors. Intentionally misspelling words, but it can be done. ",u_avpVPPdeyXqG,2025-02-28 09:20:06,2025-02-28 09:52:37,1,3,0,515,97510,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfuQX280pE6PQCzLiAHZRZo3hi,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfuQX280pE6PQCzLiAHZRZo3hi_r_2tfwTuZCx6OtsLtPfIUrmGH0A8X,Yahoo has been censoring most posts they do not agree with for a while now.,u_DwPgFscBJ5bx,2025-02-28 09:27:27,2025-02-28 09:52:28,1,2,0,490,33470,0
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfuQX280pE6PQCzLiAHZRZo3hi,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfuQX280pE6PQCzLiAHZRZo3hi_r_2tgZikYmcGDxa4253ocmt6DnjXG,"No, the H1B overstayers that Yahoo employs will not allow it.",u_2CRgrvwtGCfRM5JX9pgUB1gxYdL,2025-02-28 14:50:06,2025-02-28 14:53:05,1,0,0,339,25580,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfyS2xRuiRYY4qfwqrdxX9gNkI,"If a person tips off criminals at a drug house, and they escape before the police can catch them, they can be found complicit in the illegal activity.  Same should apply to these traitors who are enabling criminals to remain in our country. ",u_SYuKqC9RpuK0,2025-02-28 09:43:39,2025-02-28 10:20:18,0,2,0,529,387650,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiXOlrOdDmfPBGgC5DkV2PHMml,"We need the President to make an executive order requiring restraint of this type of activities by ant- Ice reveler's, and hit them with fines and jail times, that should exceed the needed timeline to incarcerate, as many illegals that they can find.These organization's, more than likely have Soros finger prints on their task, must be made to comply with Federal law.  I would start by setting up fake Ice round up's and when these protesters appear, surround them and take them all into custody and hold them as long as the law allows, and then make the raids that are needed.",u_wFfCvyxf040v,2025-03-01 07:30:38,2025-03-01 21:05:50,0,3,3,527,269580,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgpdQqOuqMXIPwg9ZvOuQ9sARp,"Not very intelligent, cameras are everywhere. Each should be arrested and charged with obstruction/conspiracy. Common sense. Aiding fugitive criminals is illegal. ",u_pUOdt0Rgy1Ns,2025-02-28 17:00:58,2025-02-28 17:15:28,0,1,0,525,4390,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfrp1Fopb6j3h75lMLnIG3SXU6,"If you see these people in a parking lot when they raise their bull horn, just step on the gas.",u_jFj0w3Pl7B6g,2025-02-28 08:49:08,2025-02-28 09:55:48,0,4,0,525,43280,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfrp1Fopb6j3h75lMLnIG3SXU6,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfrp1Fopb6j3h75lMLnIG3SXU6_r_2tfsHCfSe2r1MAQ2nlrOOVZ2eS7,"😂😂 whenever you and the cuIt want to back up your online muscles in the real world, it would be appreciated. ",u_zAL42S6joHwF,2025-02-28 08:52:52,2025-02-28 14:54:26,1,0,4,352,18750,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tftD9NL8ESEpBqBGo9koPFRoTD,How about helping them fill out the paperwork to become a citizen.,u_GoOrvrIHh7q9,2025-02-28 09:00:34,2025-02-28 12:03:53,0,2,0,523,344720,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tftD9NL8ESEpBqBGo9koPFRoTD,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tftD9NL8ESEpBqBGo9koPFRoTD_r_2tftvoNTfxApmrNnPXkJGuC3XB7,Who is going to sponsor them and pay the filing fees? ,u_aoWvQkx0Ceia,2025-02-28 09:06:29,2025-02-28 12:03:52,1,1,1,439,87860,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tftD9NL8ESEpBqBGo9koPFRoTD_r_2tftvoNTfxApmrNnPXkJGuC3XB7,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tftD9NL8ESEpBqBGo9koPFRoTD_r_2tfwd7iqTnbSD8RHDAr7GSLwZSk,"Some are paying good money to get help sneaking across.Use that.Also if you don't like the process, do something about that.Entering illegally is still illegal.",u_GoOrvrIHh7q9,2025-02-28 09:28:40,2025-02-28 12:03:54,2,1,0,568,344720,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tftD9NL8ESEpBqBGo9koPFRoTD_r_2tfwd7iqTnbSD8RHDAr7GSLwZSk,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tftD9NL8ESEpBqBGo9koPFRoTD_r_2tgiXgNGsPkpXdrzWDbFhOrzY13,"I have helped many people get citizenship, I have worked with an immigration attorney since 2005. You said ""help them fill out papers"", right. Each ""paper"" has a filing fee. Also, you need  ""sponsor"" who is an American Citizen to go through the process which takes years sometimes. If you came in uninspecyed, or as you say ""sneak"", there is no relief that I know of to allow a path to citizenship. So, Like I said, who is paying the fees and doing the sponsorship affidavit of support forms? ",u_aoWvQkx0Ceia,2025-02-28 16:02:39,2025-02-28 16:03:30,3,0,0,497,88530,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgY9IAlIMs7iOvCpIqCBbavRND,I think this group is going to end up in jail. It's illegal and un-American.,u_BewDbfEX5ql6,2025-02-28 14:37:11,2025-02-28 15:10:16,0,2,0,523,16550,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfw2sreJXhduWeUED4MJsaYBP8,"Round them up, prosecute them, revoke their citizenship, and deport them.",u_0pkBkSxv9ND3,2025-02-28 09:23:52,2025-02-28 09:52:07,0,3,0,522,142590,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2thTgTrp1K1p66WTQZSk3aXIr3D,I’d wager these people don’t have regular jobs and collect govt money,u_AuX3ornT6M7x,2025-02-28 22:30:17,2025-03-01 21:10:24,0,6,3,522,370330,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjfS2vfEmkPNgthEq7Vsmf0z8c,Now I wonder who would profit from these people being in the country.Cartel members?  Unscrupulous landlords?  Unscrupulous employers?  Operators of businesses that take advantage of illegals.  Politicians looking for increased census figures and more federal money?  Or maybe teachers and administrators of public schools?,u_NS6CssseGXgR,2025-03-01 17:06:40,2025-03-01 17:33:11,0,1,0,520,426030,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjfS2vfEmkPNgthEq7Vsmf0z8c,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjfS2vfEmkPNgthEq7Vsmf0z8c_r_2tjjhkhb0YaeV6Nd4r5jPZRauYW,Cool it with the Anti Semitic questions.,u_iiH75KdxdkuC,2025-03-01 17:41:38,2025-03-01 17:41:58,1,0,0,277,97710,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tiQRw4QoKBn5BgNjSIVhOQ0sCU,"""We aren't doing anything illegal."" You are alerting illegal immigrants who are breaking immigration law to thwart their legal deportation by an official government agency. That's known as ""aiding and abetting"" and is a felony. They should also be arrested ",u_srhjiCJWfTdg,2025-03-01 06:33:30,2025-03-01 15:12:23,0,5,4,518,9970,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgRTbtn7Zognki9mZ6EdPVoK8X,"""But we will do anything legally possible to defend <strong>our</strong> community,"" Gochez said. Yep. That says it right there.",u_ly4V8s1ozAHx,2025-02-28 13:42:19,2025-02-28 13:45:47,0,2,0,518,8740,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgC4iCJAHWN9OjcTWkg8oJtEMP,"This is why law enforcement has non-lethal means. Pepper balls and rubber bullets make great ways to disperse a crowd. These crowds are acting violently, raising voices and inciting. ",u_nQwbeWISQV9U,2025-02-28 11:35:40,2025-02-28 14:13:42,0,1,0,518,253950,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgaUNhztjPcYqrrNapfC1lLHBK,Arrest them for obstruction.,u_zPwHxcfeVGoi,2025-02-28 14:56:25,2025-02-28 15:22:39,0,3,0,517,58980,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgFyWwSYQgArBEkyaTBvZffDb0,Democrats showing the World why they lost the election.  They care more and give more to non Americans than their own citizens. ,u_FHEIHD3iTv8j,2025-02-28 12:07:45,2025-02-28 14:08:12,0,2,0,516,29170,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tlGyK5UmiSP0keU1GJuZv2D8DY,and they should be charged with aiding and abetting. ,u_AlGBsJRf3PWP,2025-03-02 06:45:00,2025-03-02 10:41:21,0,2,0,515,27780,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfy5w7nTCwsa5RIukrYP4wQKz7,"All protests nationally are the same people, same bullhorns, different clothing, different signage and same Soros funding. They just bus them from campus to campus to statehouse to statehouse from city to city. Attempting to drive a wedge in society.",u_2yRDbsb8iNN0,2025-02-28 09:40:43,2025-02-28 09:50:31,0,1,0,515,56000,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tfjYCqzMFOVchKuKa7zCkHHs5j,"I can’t believe, what is wrong with America today ",u_XsHnw00jC0QT,2025-02-28 07:41:07,2025-02-28 08:50:18,0,3,0,514,3370,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI6KAv2UOGfQYXAYiXw0a50yA,"As usual, Liberals will do anything to protect criminals.",u_pRgp6LfMDkr3,2025-02-28 12:25:13,2025-02-28 14:02:59,0,5,0,514,392290,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI6KAv2UOGfQYXAYiXw0a50yA,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI6KAv2UOGfQYXAYiXw0a50yA_r_2tgIAnQlzPe3AsypY4QFLtD9TGC,"Actually, we're protecting our economy.  ",u_MkEfvhMEOQZz,2025-02-28 12:25:49,2025-02-28 19:51:03,1,0,7,407,85050,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI6KAv2UOGfQYXAYiXw0a50yA_r_2tgIAnQlzPe3AsypY4QFLtD9TGC,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgI6KAv2UOGfQYXAYiXw0a50yA_r_2tgMC8sh6k2vshTvsf5bjmJ8DGE,"Oh, do you get a cut from human trafficking and cocaine trade?",u_e5TdCE3ify5x,2025-02-28 12:58:53,2025-02-28 14:03:09,2,1,0,376,51250,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjhhjzZdnyVW3tV4dER7yS3P5K,People abating unlawful conduct are subject to arrest. It's very simple.,u_UaTtVNeNH57G,2025-03-01 17:25:11,2025-03-01 17:52:31,0,1,0,513,89060,1
sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjhhjzZdnyVW3tV4dER7yS3P5K,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tjhhjzZdnyVW3tV4dER7yS3P5K_r_2tjl7Q65nKCv7CxuOqgE1UiHMgk,"geez, that's been the policy of the democrat party for decades -- aiding and abetting... ",u_SirSo9g4iTpG,2025-03-01 17:53:16,2025-03-01 17:54:17,1,0,0,323,19700,0
,sp_Rba9aFpG_dbbb2bf8-cd4f-3654-8dca-15995b2ba7af_c_2tgGB7VblJdwIrs6VKM0vS8brFq,Aid and abetting illegals who are not American citizens and hiding for weeks years will be arrested. ,u_MzGxk8sOSRgv,2025-02-28 12:09:25,2025-02-28 14:07:49,0,3,0,513,29980,0
